sent,eText,factValue
"Ms. Atimadi says that is the primary focus of her group, peace and justice.",says,CT
Ms. Atimadi says the war has created a nation of widows.,created,CT
Ms. Atimadi says the women of Kabul symbolize the suffering of all the women in Afghanistan.,symbolize,CT
Ms. Kolber said the committee had received other bids.,said,CT
Ms. Sanders was hit several times and was pronounced dead at the scene.,hit,CT
"Much of Columbia's junk-bond trading has been done through the high-yield department of its Beverly Hills neighbor, Drexel Burnham Lambert Inc.",done,CT
"Mutual fund groups haven't lost control of much of the outgoing money, says Louis Harvey, Dalbar's president.",says,CT
"Mutual fund groups haven't lost control of much of the outgoing money, says Louis Harvey, Dalbar's president.",lost,CT
"Mutual fund officials say that investors have transferred most of it into their money market accounts, and to a lesser extent, government-bond funds.",say,CT
N.V. DSM said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.,had,CT
NATO decided at last year's Madrid summit to invite the three eastern European countries to start accession talks.,invite,Uu
NATO warplanes helped end the war in Bosnia almost four years ago and now are poised to intervene in Yugoslavia should peace efforts in the province of Kosovo fail.,end,CT
"NATO's mission has changed dramatically since its founding in 1949, a time when the West was intent on halting the westward spread of Soviet-led communism -- a threat Winston Churchill warned about in his famous Iron Curtain'' speech delivered on March 5, 1946, at Westminster College in Fulton, Mo., 130 miles east of here.",halting,Uu
NPR's Elaine Corey has more from San Francisco.,has,CT
"Nashua Corp., rumored a potential takeover target for six months, said that a Dutch company has sought U.S. approval to buy up to 25% of Nashua's shares.",said,CT
Nashua announced the Reiss request after the market closed.,closed,CT
"Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares, or 10.4% of the 9.6 million outstanding.",buy,CT
Nashua strengthened its poison-pill plan after announcing a Dutch firm is seeking to buy up to 25% of the New Hampshire copier company.,seeking,CT
"Nashua, whose major business is selling copiers, facsimile machines and related supplies, said Reiss amp Co.",said,CT
"Nashua's stock has fluctuated sharply on takeover speculation, rising to a high for the year of $42.875 a share in June from $29.75 in March.",rising,CT
National Intergroup Inc. said it expects to report a charge of $5.3 million related to the sale of its aluminum unit's extrusion division for the third quarter.,report,PR
National Intergroup Inc. said it expects to report a charge of $5.3 million related to the sale of its aluminum unit's extrusion division for the third quarter.,said,CT
"National Intergroup in the year-ago third quarter earned $22.5 million, or 97 cents a share, including a gain of $18 million from the sale of a steel tube company.",earned,CT
National Intergroup is negotiating for the sale of its 50% interest in National Steel to concentrate more fully on drug distribution operations.,negotiating,CT
"National Intergroup stock closed at $15, unchanged in composite trading on the New York Stock Exchange.",closed,CT
"National Intergroup, which owns 50% of the nation's sixth largest steelmaker -- National Steel Corp. -- posted net income for the fiscal second-quarter of $8.6 million, or 33 cents a share, compared with a net loss of $50.3 million.",posted,CT
"Nationwide, there are about ten thousand patients waiting for liver transplants each year and only four thousand organs become available for transplants.",waiting,CT
Navigation Mixte's chairman had suggested that friendly institutions were likely to buy its stock as soon as trading opened Monday.,opened,CT
Navigation Mixte's chairman had suggested that friendly institutions were likely to buy its stock as soon as trading opened Monday.,buy,PR
"Nearly 9,000 Soviets were among the hundreds of thousands of foreigners trapped in Iraq and Kuwait.",trapped,CT
Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for comment.,gave,CT
Neither they nor Mr. McAlpine could be reached for comment.,reached,CT
"Net advanced to $94.2 million, or 89 cents a share, from $85 million, or 83 cents a share, including net realized investment gains of $31 million, up from $10 million a year ago.",advanced,CT
"Net fell 16% to $123.1 million, or $1.02 a share, from $145.7 million, or $1.18 a share.",fell,CT
"Net income fell 37% to $32.9 million, or 30 cents a share, from $52.2 million, or 48 cents a share, in the year-ago period.",fell,CT
"Nevertheless, American officials over the weekend became more open in declaring that by destroying Saddam Hussein's military machine they hope to destroy his regime -- a goal likely to be supported by most Americans.",declaring,CT
"Nevertheless, American officials over the weekend became more open in declaring that by destroying Saddam Hussein's military machine they hope to destroy his regime -- a goal likely to be supported by most Americans.",supported,PR
"Nevertheless, the president said Washington would use force if diplomacy fails to force Saddam Hussein to back down.",said,CT
New York State double-jeopardy laws would make it difficult to prosecute a suspect who had been found not guilty at a federal trial.,prosecute,Uu
New York stocks recovered some of their losses after the London market closed.,recovered,CT
"New York-based POP Radio provides, through a national, in-store network, a customized music, information and advertising service which simulates live radio.",provides,CT
New evidence is suggesting that a series of bombings in Atalanta and last month's explosion at an Alabama women's clinic might be related.,suggesting,CT
New loans continue to slow;,continue,CT
Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister.,trying,PS
Newspaper reports have said Amir was infatuated with Har-Shefi and may have been trying to impress her by killing the prime minister.,said,CT
"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.",continued,CT
"Nhek Bunchhay said he now believed Howes had been killed within a week of his capture by a Khmer Rouge faction loyal to Pol Pot, then the guerrilla group's leader.",killed,PR
"Nhek Bunchhay said he now believed Howes had been killed within a week of his capture by a Khmer Rouge faction loyal to Pol Pot, then the guerrilla group's leader.",said,CT
"Nhek Bunchhay, evading an intensive manhunt, made his way to O'Smach, the last major outpost held by Ranariddh's forces.",evading,CT
"Nhek Bunchhay, who had been closely involved in the search for Howes before having to flee the Cambodian capital after a coup d'etat last year, appeared confident he would find Howes' remains.",flee,CT
Nigeria state radio says thousands of people began gathering in the capital Abuja early Tuesday for the two day rally supporting General Sani Abacha's candidacy.,gathering,CT
Nigerian security forces clashed in Lagos with anti-government demonstrators who were protesting calls for military leader Sani Abacha to run for president.,clashed,CT
No one held her back.,held,CT
"No one was hurt, but firefighters ordered the evacuation of nearby homes and said they'll monitor the shifting ground.",ordered,CT
"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.",said,CT
"No successor was named, and Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.",named,CT
Nobody believe this any more.,believe,CT
Nobody hurried her up.,hurried,CT
"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday.",responsible,PS
"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday.",$,CT
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases.,touch,PR
Nor do analysts expect the Sansui deal to touch off a fresh wave of foreign purchases.,expect,CT
"Northern Ireland's biggest Protestant party, the Ulster Unionists, is threatening to push for Sinn Fein's expulsion once again.",threatening,CT
"Norton Co. said net income for the third quarter fell 6% to $20.6 million, or 98 cents a share, from $22 million, or $1.03 a share.",said,CT
Norton announced earlier this month that it was exploring the possible sale of all or part of Eastman Christensen.,announced,CT
Norwood Partners Limited Partnership of Boston said it may make a tender offer for some or all of Phoenix Technologies Ltd.'s common shares.,said,CT
Norwood Partners Limited Partnership of Boston said it may make a tender offer for some or all of Phoenix Technologies Ltd.'s common shares.,make,PS
"Norwood has made ""no detailed plans,"" but it has engaged in talks with other shareholders, the filing said.",made,CT
"Norwood has made ""no detailed plans,"" but it has engaged in talks with other shareholders, the filing said.",engaged,CT
"Norwood is controlled by Daniel L. Barnett and Paul A. Reese, both officers of Boston-based Oasis Capital Management Inc., a small Boston money management firm.",controlled,CT
"Norwood, Mass.-based Phoenix, a once-high-flying maker of software for personal computers, has had substantial losses in the past two quarters.",had,CT
"Not all Cubans believe, but Castro has invited everyone to welcome the man who has been one of Communism's most effective adversaries, and that's why there is suspense.",believe,CT
"Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4%, he said the response will help determine future debt-reduction efforts.",determine,CT
"Now , following asset sales that shrank revenue by more than one-third this year alone, Control Data is flush with cash.",shrank,CT
"Now critics of the academy are targeting its owner, the Saudi government.",targeting,CT
"Now officials are investigating whether, Rudolph, who remains at large, is linked to all three attacks.",investigating,CT
Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before.,brought,CT
Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before.,raised,CT
"Now with a diplomatic solution to the crisis seemingly at hand, get set for oil prices from the Brent north sea variety to light swede crude to fall further.",fall,PR
"Now with new construction under way, three of his buyers have backed out.",backed,CT
"Now, he says, ""it looks like the West just wants to destroy Iraq.""",wants,PR
"Now, he says, ""it looks like the West just wants to destroy Iraq.""",says,CT
"ONEIDA Ltd. declared a 10% stock dividend, payable Dec. 15 to stock of record Nov. 17.",declared,CT
"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.",sell,CT
Ocean Drilling said it will offer 15% to 20% of the contract-drilling business through an initial public offering in the near future.,said,CT
Ocean Drilling said it won't hold any shares of the new company after the restructuring.,hold,CT
Ocean Drilling said it won't hold any shares of the new company after the restructuring.,said,CT
Octel said the purchase was expected.,said,CT
"Of all the major steelmakers, Bethlehem would seem to be the most vulnerable to a slowdown.",seem,CT
"Of course, it is still far too early to assume that the military situation on the ground will stay as smooth for allied forces as it appears to have been so far.",appears,CT
"Of course, there were sell programs in past years, too, but they seem to hurt market makers more painfully these days.",seem,CT
"Of course, there were sell programs in past years, too, but they seem to hurt market makers more painfully these days.",hurt,PR
"Of the eight victims, three were stabbed, two were strangled, two were beaten to death and one was asphyxiated, he said, and these different methods of killing and other evidence seem to indicate that the eight cases are not related.",indicate,PR
"Of the eight victims, three were stabbed, two were strangled, two were beaten to death and one was asphyxiated, he said, and these different methods of killing and other evidence seem to indicate that the eight cases are not related.",strangled,CT
"Of the total purchase price, $50 million cash and $30 million in stock (nearly 1.8 million shares) would be paid to buy the existing 700-room Marina Hotel amp Casino from Southwest Securities, a Nevada limited partnership.",buy,CT
Officials in California are warning residents that oncoming rains will cause dangerous and unpredictable landslides.,warning,CT
Officials said the president himself met with Sununu Sunday.,said,CT
"Ogden Projects Inc. said net income jumped to $6.6 million, or 18 cents a share, in the third quarter.",said,CT
"Ogden Projects, which has interests in solid-waste recovery and hazardous-waste cleanup, said it has 13 facilities in operation, up from seven a year ago.",said,CT
"Ogden Projects, whose shares began trading on the New York Stock Exchange in August, closed yesterday at $26.875, down 75 cents.",closed,CT
Oil prices have come down from the middle of October from a twenty-two dollar barrel level down to the fourteen dollars we 're seeing today.,come,CT
"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.",began,CT
"On Friday, Netanyahu said he had no qualms'' about implementing the U.N. resolution, as long as Israel had the necessary security safeguards.''",had,CT
"On Friday, Netanyahu said he had no qualms'' about implementing the U.N. resolution, as long as Israel had the necessary security safeguards.''",said,CT
"On June 30, loss reserves stood at $108.3 million.",stood,CT
"On London's Stock Exchange, Reuters shares rose five pence to 913 pence ($14.43).",rose,CT
"On May 22, 1995, Farkas was made a brigadier general, and the following year he was appointed military attache at the Hungarian embassy in Washington.",made,CT
"On Monday, Spitzer called for Vacco to revive that unit immediately, vowing that he would do so on his first day in office if elected.",vowing,CT
"On Tuesday, the National Abortion and Reproductive Rights Action League plans to hold a news conference to screen a television advertisement _ made last week, before Slepian died _ featuring Emily Lyons, a nurse who was badly wounded earlier this year in the bombing of an abortion clinic in Alabama.",screen,Uu
"On Tuesday, the United States and Soviet Union conferred in Washington on putting an anti-Iraq naval blockade under a United Nations umbrella.",conferred,CT
"On days when prices are tumbling, they must be willing to buy shares from sellers when no one else will.",buy,Uu
"On the Toronto Stock Exchange yesterday, Magna shares closed up 37.5 Canadian cents to C$9.625.",closed,CT
"On the Toronto Stock Exchange, Cineplex closed at C$12.875, off 37.5 Canadian cents, well below the C$16.40 level.",closed,CT
"On the Toronto Stock Exchange, Hudson's Bay shares closed at C$35, up 12.5 cents.",closed,CT
"On the other hand, it's turning out to be another very bad financial week for Asia.",turning,CT
"On top of that, the Blue Bell, Pa., concern took a $230 million charge related to the layoffs of 8,000 employees.",took,CT
"Once Colonel Collins was picked as a NASA astronaut, she followed a normal progression within NASA.",picked,CT
"Once he realized that Paribas's intentions weren't friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10%.",realized,CT
"Once he realized that Paribas's intentions weren't friendly, he said, but before the bid was launched, he sought approval to boost his Paribas stake above 10%.",friendly,CT
"Once its ownership is finalized, the new company will open talks with state-appointed receivers to buy or lease Waertsilae Marine's shipyard facilities.",finalized,CT
"Once triggered, the rights allow holders to buy additional shares at 50% of the then current market price or, at the board's discretion, to receive securities or assets.",allow,CT
"One GOP source, reporting on a call from the chief of staff to a Republican leader, said Sununu lamented that ""the noose is tightening around my neck, and I need your help.""",tightening,CT
One contrary view of the issue presented itself to the president as he arrived in Philadelphia later in the day.,presented,CT
One major sticking point has been Iraq's proposal to open it's presidential sites for no more than sixty days.,open,Uu
"One of President Bush's sons has informed White House Chief of Staff John Sununu that he has lost much of his support among Republicans, prompting an intense effort by Sununu to hold on to his job by demonstrating his GOP backing, White House and Republican sources said Monday.",prompting,CT
"One of the scenarios widely advanced before the visit is that through the Pope, Cuba, still led by Castro, can begin a more productive relationship with the world.",advanced,CT
"One of those new computers, called Sparcstation 1, accounted for nearly half of the 28,000 systems Sun shipped in the quarter, he said.",accounted,CT
One person is killed.,killed,CT
"One problem was how to deal with the Russians, who vacillated between outright hostility and accepting what looked like the inevitable.",deal,Uu
"One senior official Monday described the White House as ""a collection of small groups of aides holding their breaths,"" waiting to see whether Sununu survives.",holding,CT
Only McCaw's proposal requires the company to begin an auction process in June 1994 for remaining shares at third-party prices.,requires,CT
Only Saudi Arabia has more oil reserves.,has,CT
Operating profit dropped 46% in its specialty flat-rolled steel segment.,dropped,CT
Operating profit in the company's abrasives segment rose 16% while operating profit in the engineering materials segment rose 2%.,rose,CT
Operating revenue surged 54% in the latest period to $42.9 million from $27.7 million.,surged,CT
"Organizers state the two days of music, dancing, and speeches is expected to draw some two million people.",draw,PR
"Organizers state the two days of music, dancing, and speeches is expected to draw some two million people.",state,CT
"Orkem S.A., a French state-controlled chemical manufacturer, is making a friendly bid of 470 pence ($7.43) a share for the 59.2% of U.K. specialty chemical group Coates Brothers PLC which it doesn't already own, the two sides said.",said,CT
"Orkem S.A., a French state-controlled chemical manufacturer, is making a friendly bid of 470 pence ($7.43) a share for the 59.2% of U.K. specialty chemical group Coates Brothers PLC which it doesn't already own, the two sides said.",own,CT
"Orkem and Coates said last Wednesday that the two were considering a merger, through Orkem's British subsidiary, Orkem Coatings U.K. Ltd.",considering,CT
Orkem said it eventually would seek to make a public share offering in its U.K. business.,said,CT
"Orkem, France's third-largest chemical group, said it would fund the acquisition through internal resources.",said,CT
"Oshkosh Truck Corp., Oshkosh, Wis., estimated earnings for its fourth quarter ended Sept. 30 fell 50% to 75% below the year-earlier $4.5 million, or 51 cents a share.",estimated,CT
"Oshkosh Truck Corp., Oshkosh, Wis., estimated earnings for its fourth quarter ended Sept. 30 fell 50% to 75% below the year-earlier $4.5 million, or 51 cents a share.",fell,PR
"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division, a softer motor-home market and higher administrative costs of compliance with government contractor regulations.",attributed,CT
"Other Bush administration officials said that the international naval force in the area -- consisting of American, British, French, Canadian, Soviet, German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in.",going,CT
"Other Bush administration officials said that the international naval force in the area -- consisting of American, British, French, Canadian, Soviet, German and Australian ships -- may be used both to stop oil exports from leaving Iraq and Kuwait and to stop shipments of food and other goods from going in.",stop,PS
"Other commanders, and thousands of guerrillas, followed him.",followed,CT
"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.",hit,CT
"Other dealers added that the blue-chip stocks in general were hit by profit-taking over concerns that London shares will continue posting declines and the uncertainty over sterling given that Mr. Lawson's successor, John Major, had only been in the job one day.",posting,PS
"""Other firms ""are dealing with the masses.",dealing,CT
Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,causes,CT
"Other than usage in business, Internet technology is also beginning to infiltrate the lifestyle domain.",beginning,CT
"Our system is balanced, it's right in the middle.",is,CT
"Over the summer, Anheuser competitors offered more and deeper discounts than industry observers have seen for a long time.",offered,CT
"Over the weekend, McCaw continued to call for an auction of LIN.",call,CT
"Over the weekend, Pentagon officials confirmed reports that a fourth U.S. aircraft carrier -- the John F. Kennedy -- and its powerful group of support ships could head for the Middle East within a few days.",confirmed,CT
"Over the weekend, Pentagon officials confirmed reports that a fourth U.S. aircraft carrier -- the John F. Kennedy -- and its powerful group of support ships could head for the Middle East within a few days.",head,PS
"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.",take,CT
"PROGRAM TRADING is being curbed by more securities firms, but big institutional investors are expected to continue the practice, further roiling the stock market.",continue,PR
"PROGRAM TRADING is being curbed by more securities firms, but big institutional investors are expected to continue the practice, further roiling the stock market.",roiling,CT
"Pacific First Financial Corp. said shareholders approved its acquisition by Royal Trustco Ltd. of Toronto for $27 a share, or $212 million.",said,CT
Pak can't find buyers.,find,CT
Palace inspections are not expected to start until the new agreement's procedures are in place.,expected,CT
Pamela Pak owns eight condominiums here.,owns,CT
"Paribas said Monday that it intends to bid to boost its stake in Navigation Mixte to 66.7%, from the 18.7% it already owns.",owns,CT
"Paribas says it will offer 1,850 francs ($296.95) each for Navigation Mixte shares that enjoy full dividend rights, and 1,800 francs each for a block of shares issued July 1, which will receive only partial dividends this year.",receive,CT
"Paribas still needs the go-ahead from the Commission des Operations de Bourse, a government regulatory agency, but analysts said that is considered likely.",said,CT
"Parliamentary president Rita Suessmuth said the People's Union correctly listed Jacques de Mathan as having donated about 274,500 marks in 1995, but gave a false address for him.",gave,CT
"Partly, costs will be held down through strategic technology alliances, management said.",held,CT
Party spokesman Bernd Droese said the People's Union would challenge the fine in court.,said,CT
"Passenger traffic jumped 14% in the quarter, while profit per passenger grew 2%.",grew,CT
Pastor James Allmen of the fellowship church and school in Ashburn has led the anti-Saudi campaign.,led,CT
"Pentagon officials say the goal is to put 40,000 troops in the region by the end of the month.",say,CT
"Pentagon sources in Washington meanwhile said the Bush administration plans to deploy 45,000 Marines to the region to back up the thousands of Army, Navy and Air Force troops already in place in the gulf and the Saudi desert.",plans,CT
"""People are reading the boxes and deciding they want something that's healthy' for you -- oats, bran.""",reading,CT
"People have predicted his demise so many times, and the US has tried to hasten it on several occasions.",predicted,CT
"People who remain in junk funds now could get hit again, some analysts and fund specialists say.",hit,PS
"People who remain in junk funds now could get hit again, some analysts and fund specialists say.",say,CT
"Perhaps more important, it appears that allied troops haven't yet fully engaged Iraq's vaunted Republican Guard, which has been sitting just north of the Iraq-Kuwait border and is considered the most potent element in the Iraqi defense.",sitting,CT
"Perhaps more important, it appears that allied troops haven't yet fully engaged Iraq's vaunted Republican Guard, which has been sitting just north of the Iraq-Kuwait border and is considered the most potent element in the Iraqi defense.",engaged,PR
"Perpetual preferred shares aren't retractable by the holders, the company said.",said,CT
"Personal spending rose 0.2% in September, the smallest gain in a year.",rose,CT
"Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.",rising,CT
"Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.",troubled,CT
"Peter Holland, 45, deputy general manager, becomes director of corporate affairs.",becomes,CT
"Philip Morris Cos., New York, adopted a defense measure designed to make a hostile takeover prohibitively expensive.",adopted,CT
Phoenix declined to comment.,declined,CT
Phoenix declined to comment.,comment,CT
Pol Pot is considered responsible for the radical policies that led to the deaths of as many as 1.7 million Cambodians when the communist group held power in the late 1970s.,led,CT
"Poland has been sensitive to the reactions of Russia to its membership of NATO, and Geremek has gone out of his way to reassure the Russians.",reassure,CT
"Poland, Hungary and the Czech Republic are scheduled to become full members of NATO in April next year when the alliance celebrates its 50th anniversary in Washington.",become,Uu
"Poland, the Czech Republic and Hungary, who were invited to join NATO in Madrid in July 1997, will officially join NATO on March 12 in a ceremony in Independence, Missouri.",join,Uu
Police arrested six Protestants on suspicion of rioting.,arrested,CT
"Police confirmed Friday that the body found along a highway in this municipality 15 miles south of San Juan belonged to Jorge Hernandez, 49.",belonged,CT
Police discover dismembered body of man kidnapped Wednesday UR By HILARIO DE LEON QC UR Associated Press Writer QC,kidnapped,CT
"Police found more than 1,300 pounds (600 kgs) of fertilizer-based explosives Sunday in a shed in Dundalk, 50 miles (80 kms) south of Belfast.",found,CT
Police gave no details about the negotiations with the kidnappers for the return of Hernandez.,gave,CT
Police said an unmarked police car was hit with gasoline bombs from the Protestant side.,said,CT
Police seized a car bomb under construction Sunday in a town bordering Northern Ireland on the eve of the return to peace talks by the IRA-allied Sinn Fein party.,seized,CT
"Polls have shown public support for a republic increasing, rising from about 35 percent several years ago to about 51 percent this year, as pro-monarchist sentiment diminishes.",diminishes,CT
Polly Peck International Inc.'s agreement to acquire 51% of Sansui Electric Co. proves that foreign companies can acquire Japanese companies -- if the alternative for the Japanese company is extinction.,acquire,Uu
"Polly Peck, a fast-growing British conglomerate, will pay 15.6 billion yen ($110 million) for 39 million new shares of Sansui, a well-known maker of high-fidelity audio equipment that failed to adjust to changing market conditions.",adjust,CT
"Polly Peck, a fast-growing British conglomerate, will pay 15.6 billion yen ($110 million) for 39 million new shares of Sansui, a well-known maker of high-fidelity audio equipment that failed to adjust to changing market conditions.",failed,CT
"Polly Peck's chairman, Asil Nadir, echoed the official Japanese view of the accord, which was announced Friday.",echoed,CT
"Posing for photographers with Clinton, Blair pledged to stand united with the president against Iraq, warning Saddam Hussein that the threat of force is real.",warning,CT
"Poughkeepsie Savings Bank said a plan to sell its South Carolina branch offices to First Citizens Bank, of Columbia, S.C., fell through.",fell,CT
"Poughkeepsie Savings Bank said a plan to sell its South Carolina branch offices to First Citizens Bank, of Columbia, S.C., fell through.",sell,CT
"Poughkeepsie also expects to post a one-time charge of $8.3 million, resulting in a net loss for the third quarter.",resulting,PR
"Poughkeepsie also expects to post a one-time charge of $8.3 million, resulting in a net loss for the third quarter.",expects,CT
"Poughkeepsie said it is continuing to try to sell itself, under a June agreement with a dissident-shareholder group.",try,CT
"Prakash Shah, 58, a former Indian ambassador to the United Nations, is part of an effort by Annan to expand contacts with the Iraqi leadership.",expand,Uu
President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,implied,CT
President Bush on Tuesday said the United States may extend its naval quarantine to Jordan's Red Sea port of Aqaba to shut off Iraq's last unhindered trade route.,shut,PS
"President Bush today denounced Saddam's ruinous policies of war,'' and said the United States is striking a blow for the principle that might does not make right.''",denounced,CT
President Bush's political argument for going to a ground war has been strengthened by the growing stream of reports of wanton Iraqi destruction inside Kuwait.,strengthened,CT
"President Clinton rolled out the red carpet for prime minister Blair, welcoming him not only as a close ally, but a close friend.",welcoming,CT
President Clinton says he and Blair will stand together not just on Iraq but also on arresting the terrorists suspected of blowing up Pan Am flight one oh three over Scotland.,stand,CT
President Clinton says he and Blair will stand together not just on Iraq but also on arresting the terrorists suspected of blowing up Pan Am flight one oh three over Scotland.,blowing,PR
"President Clinton says he is committed to a possible strike against Iraq, despite objections from other countries.",says,CT
President Clinton welcomed the job figures at a news conference Friday.,welcomed,CT
"President Clinton, meantime, glossed over stern warnings from Moscow on Thursday that US air strikes against Iraq could do serious harm to relations with the Kremlin.",glossed,CT
"President Clinton, meantime, glossed over stern warnings from Moscow on Thursday that US air strikes against Iraq could do serious harm to relations with the Kremlin.",do,PS
"Presidents Leonid Kuchma of Ukraine and Boris Yeltsin of Russia signed an economic cooperation plan Friday, and Yeltsin claimed they resolved even more nagging problems.",signed,CT
"Pretax profit fell 3.7% to #128 million from #133 million and was below analysts' expectations of #130 million to #135 million, but shares rose 6 pence to 388 pence in early trading yesterday in London.",rose,CT
"Previously , watch imports were denied such duty-free treatment.",denied,CT
Previously the Iraqis have resisted attempts to inspect such quarters.,resisted,CT
"Previously, Columbia didn't have to adjust the book value of its junk-bond holdings to reflect declines in market prices, because it held the bonds as long-term investments.",held,CT
"Previously, an affiliate of Unicorp Canada disclosed a stake of less than 5% in Nashua, according to Daniel M. Junius, Nashua's treasurer.",disclosed,CT
"Previously, it offered $13.65 a share in cash, or $29 million.",offered,CT
"Previously, the company advertised at the $2 million level.",advertised,CT
"Price Stern Sloan Inc. said it hired an investment banking firm to assist in evaluating restructuring or merger alternatives and reported a net loss of $8.1 million, or $2.14 a share, for the third quarter ended Sept. 30.",reported,CT
Prime Minister Benjamin Netanyahu told his Cabinet on Sunday that Israel was willing to withdraw from southern Lebanon provided Israel's northern frontier could be secured.,told,CT
"Prime Minister John Howard, a monarchist himself, promised to put the question to a national referendum next year after convention delegates voted 89-52 for a republic, with 11 abstentions.",voted,CT
"Prime Minister Margaret Thatcher might , however , be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.",let,PS
"Primerica closed at $28.25, down 50 cents.",closed,CT
"Primerica, as expected, also acquired certain assets of the agency and assumed certain of its liabilities.",acquired,CT
"Primerica, which had owned nearly 70% of Williams, will pay about 16.7 million shares, currently valued at almost $472 million, for the rest of Williams.",valued,CT
"Privately, authorities say Rudolph has become a focus of their investigation.",become,CT
Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation.,hope,CT
"Proceeds from the offering are expected to be used for remodeling the company's Desert Inn resort in Las Vegas, refurbishing certain aircraft of the MGM Grand Air unit, and to acquire the property for the new resort.",used,PR
"Proceeds from the offering are expected to be used for remodeling the company's Desert Inn resort in Las Vegas, refurbishing certain aircraft of the MGM Grand Air unit, and to acquire the property for the new resort.",expected,CT
"Proceeds of the offering will be used to redeem C$264 million of preferred shares and to reduce short-term debt, the company said.",reduce,CT
"Proceeds will be used to reduce short-term debt at the beer and food concern, said Robert Vaux, vice president, finance.",said,CT
"Profit also suffered because of ""intense"" discounting in its long-haul trucking business, the company said.",said,CT
"Profit at the unit fell to $110.6 million, or 37 cents a share, from $142.4 million, or 45 cents a share, largely because of a $24 million one-time charge associated with Hughes's previously announced plan to reduce employment by at least 6,000 people by year end.",fell,CT
"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.",helped,CT
"Profit for its commercial insurance division fell 30% to $59 million, reflecting higher catastrophe losses and the price war in the property/casualty market for nearly three years.",fell,CT
"Profit from coal fell to $41 million from $58 million, partly because of a miners' strike.",fell,CT
"Property/casualty insurance has been a tough business in recent quarters, as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments.",resulted,CT
Prosecutors have told Mr. Antar's attorneys that they believe Mr. Antar's allegedly ill-gotten gains are so great that any money he has used to pay attorneys derives from illegal activities.,told,CT
Prosecutors have told Mr. Antar's attorneys that they believe Mr. Antar's allegedly ill-gotten gains are so great that any money he has used to pay attorneys derives from illegal activities.,derives,PR
"Protesters from several Catholic communities crowded into Portadown's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders, and pledge to participate in each others' road-blocking protests this summer.",hear,CT
"Provigo was the most active industrial stock on the Montreal Exchange, where it closed at C$9.75 (US$8.32), up 75 Canadian cents.",closed,CT
Provigo's profit record over the past two years tarnished the company's and Mr. Lortie's reputations.,tarnished,CT
"Prudential-Bache Securities Inc. analyst George E. Thompson downplayed the importance of the announcement, and called any comparison between the coming beer-industry tiff and the seemingly unending ""cola wars,"" unwarranted.",downplayed,CT
